,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
175,175,175.0,175.0,175.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,1,1,auprc,0.1535410746304599
176,176,176.0,176.0,176.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,1,1,brier,0.2500374059296649
177,177,177.0,177.0,177.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,2,1,auroc,0.4740530110693612
178,178,178.0,178.0,178.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,2,1,auprc,0.132870003175063
179,179,179.0,179.0,179.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,2,1,brier,0.2499835532290134
180,180,180.0,180.0,180.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,3,1,auroc,0.5721031786330862
181,181,181.0,181.0,181.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,3,1,auprc,0.1844420946576064
182,182,182.0,182.0,182.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,3,1,brier,0.2500011679986012
183,183,183.0,183.0,183.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,4,1,auroc,0.4627957753630547
184,184,184.0,184.0,184.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,4,1,auprc,0.1249157414196786
185,185,185.0,185.0,185.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,4,1,brier,0.2499812642448282
186,186,186.0,186.0,186.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,2,auroc,0.4658982431197319
187,187,187.0,187.0,187.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,2,auprc,0.1329286793904667
188,188,188.0,188.0,188.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,2,brier,0.250001806676238
189,189,189.0,189.0,189.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,1,2,auroc,0.6069716664974103
190,190,190.0,190.0,190.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,1,2,auprc,0.1770133372649278
191,191,191.0,191.0,191.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,1,2,brier,0.2774886481192412
192,192,192.0,192.0,192.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,2,2,auroc,0.531842185437189
